"","GSM239371.CEL.gz","GSM239487.CEL.gz","GSM239489.CEL.gz","GSM239492.CEL.gz","GSM239497.CEL.gz","GSM239520.CEL.gz","GSM240427.CEL.gz"
"212543_at",389.513872157704,2450.21869699583,1923.75776421273,1445.15618206951,3687.89352834526,2159.36321786603,1791.18755926523
"212544_at",911.97302362258,964.70153157919,1046.38149109861,1210.20615129842,814.666935526936,434.355954933907,1071.24916907084
"212545_s_at",25.3047831314516,14.3507752874091,53.8013124864763,24.3332135555309,28.3008705035341,38.1870623698992,67.1247262413404
"212546_s_at",800.433668748142,343.222997902408,439.865142112049,1380.44390584968,552.395697014806,753.012842871529,815.921264130794
"212547_at",790.665902521411,837.368322298718,886.709149259556,1306.36184832748,723.875516237436,1094.4895167838,1052.38984781215
"212548_s_at",714.252906636067,412.990952017317,742.317890313629,1728.93418860491,659.725551076359,1121.92528017224,919.00610612988
"212549_at",1184.5422112337,803.729291057997,1029.01365131355,1384.7595672056,601.590425058034,673.135574643897,1034.45755924397
"212550_at",391.911786384821,351.517755544172,584.696549157665,759.802398843316,172.315437174149,435.153224081827,481.710399691303
"212551_at",188.196534130993,107.058034340012,377.480144668222,211.856102176807,302.271752810325,85.5837848210632,239.803119637029
"212552_at",981.838295004745,1007.94673787378,1528.85181209248,1434.83170521725,763.530357485373,2630.89039821445,1724.10768432332
"212553_at",255.217156767795,557.040842527084,409.041731114223,647.984714980339,433.306174093517,709.253368794207,600.868773278307
"212554_at",28.5272859417718,46.776828756296,32.5710862185179,13.3238154916496,16.7952570226639,34.0899088501626,7.31580794082942
"212555_at",95.7488227045459,135.262376160996,59.6502883639954,39.034055455383,84.1468703238978,30.6137216878141,88.5588482344318
"212556_at",417.647415685979,556.361614808657,491.988225381916,564.698785500473,527.120464414803,1142.34377617002,443.154697598382
"212557_at",355.501971144811,118.454003601542,362.891782418544,246.275855468934,612.743691667379,264.24567087425,353.027860264329
"212558_at",315.057017328665,152.556488940163,608.448887160781,270.762625525148,385.365400634726,184.463815953622,453.328381822524
"212559_at",180.867508813004,83.7294584644742,188.161292388439,109.773459807515,118.811514819667,86.5409110802948,88.596029991564
"212560_at",1106.94260586676,1213.53781039891,1418.54251424464,643.125702730071,702.37548397939,614.178086848918,1479.06996902771
"212561_at",1403.51547369636,2168.76638656762,1687.72646057634,1795.30032114652,910.906289297884,1881.2806252758,710.278881632217
"212562_s_at",102.474708296307,96.0910221844562,233.228133097067,26.2396874613749,152.349549457542,40.4870506497974,70.751229431586
"212563_at",404.003500041658,1047.79523112757,379.139155836852,368.899721501251,487.7495762234,1316.81952652518,490.338392246576
"212564_at",157.363417231048,134.517379126973,98.9258552417491,80.6170623779426,87.1861544624331,200.717003756905,302.759338486326
"212565_at",135.282504675964,49.1822423020375,102.651216684198,25.7267403633154,29.0815818612355,107.253024689051,58.2791148789747
"212566_at",607.876846138117,932.08888253787,956.57032550692,733.975660748032,645.044555223506,776.607535571443,706.19189596078
"212567_s_at",375.997950463706,221.569184890928,381.138513554991,363.996847614636,226.480617892785,298.257369710435,416.464453900844
"212568_s_at",299.634460037353,374.560568864714,161.121833263414,396.573752079325,410.786672096182,467.904878230521,472.912126751876
"212569_at",331.396477078337,227.624309075721,348.761071595259,595.657763656293,454.688739300551,292.74164203638,208.162481522908
"212570_at",253.619832455209,241.356351309592,441.795494830636,257.584748015661,376.410712982358,251.542506200893,372.982457067155
"212571_at",1056.92543509003,544.268173769013,707.255093883763,742.886180870724,584.336327822168,864.277722483644,697.84589330201
"212572_at",468.035798616373,444.064234877949,929.67839770031,1106.10559407615,860.759449202963,739.267333184443,858.117599157358
