"","GSM239371.CEL.gz","GSM239487.CEL.gz","GSM239489.CEL.gz","GSM239492.CEL.gz","GSM239497.CEL.gz","GSM239520.CEL.gz","GSM240427.CEL.gz"
"205671_s_at",24.4223759180268,75.8399152998747,138.498051632696,30.388130704454,23.7546532671456,51.7631139045056,49.8529798470656
"205672_at",289.246584025467,287.89668326919,261.480890518701,190.004468222249,191.676431117754,256.585419562887,326.14171554204
"205673_s_at",61.2232820052999,71.1585652746894,128.18467173273,93.6381528608159,129.792597768307,43.0606340567896,107.295263766744
"205674_x_at",117.977207548855,84.7558723870771,21.9242958536046,119.156887888276,162.473221776394,67.9134555469431,79.6307732259119
"205675_at",91.4270911273827,75.2791214176302,153.335017099792,140.172045361156,76.6161727053411,39.1849843257145,16.3710965973578
"205676_at",141.145011629002,281.933682216883,367.96267862288,206.690859642469,330.593930243214,103.325718151624,132.674562743189
"205677_s_at",425.614768943555,443.968955215446,483.766355003179,642.911542133883,466.63816348796,226.943406501703,548.162375922564
"205678_at",114.678794477874,53.8934489851906,162.797387596728,94.1074611840344,206.069177941741,105.919182352148,120.410051687993
"205679_x_at",326.088379207945,199.599839384894,701.094246913182,286.276079392243,384.24321803705,249.143369470196,453.559441546533
"205680_at",12.0417508034983,88.7566509491503,107.590905489092,51.6110344711214,152.878970900404,32.6341404705711,9.8121479609248
"205681_at",571.994436025493,755.329169479425,382.925672418315,326.476385794674,74.360599519397,736.09813481118,228.194773672873
"205682_x_at",546.67656101412,302.75214799625,661.063211345654,371.994257868185,552.7233637325,260.568362051481,481.072719553495
"205683_x_at",3836.58334823526,166.585851364239,737.62156496538,471.433340143244,142.445287788825,315.283911227429,199.25605927986
"205684_s_at",230.685243670898,208.256407417584,209.856128086447,230.340537089541,255.766903953874,115.571149692756,345.785746586907
"205685_at",149.08480233197,385.167807627031,360.558182011171,73.2553797668681,274.811984515624,419.360479449647,216.428231819812
"205686_s_at",315.659551263466,343.003246099249,438.977404779695,232.213872491631,333.484246933733,316.807539800475,268.598985109655
"205687_at",304.968440031748,184.988512922336,307.206066125502,273.700016148547,363.521035855747,381.304834963651,327.973156553168
"205688_at",84.1863300272592,161.173765174183,257.620700107803,265.234909133504,188.827200252656,69.2976808693813,179.918676921368
"205689_at",79.7403295237184,22.6440086974383,23.500900669353,136.244252982848,27.5061204407763,32.7466378700689,26.1482600457525
"205690_s_at",1591.9530086541,1588.29085875163,1080.35684595575,1108.17911061919,895.352243711972,1345.48928065206,866.814384959954
"205691_at",22.9115694076479,112.377475934073,50.4762913809166,25.7236860986146,16.5495952575039,100.418201739136,27.6815570643807
"205692_s_at",790.023898321568,868.271164043696,804.168558836313,426.238954997436,802.556979530719,1065.8332677581,1401.61523789858
"205693_at",270.592684147382,111.175488382946,271.792867852825,245.720670294617,175.219441984164,66.917305601821,146.796952496096
"205694_at",107.270585805978,95.4400646086679,177.261426825409,124.487711076719,174.308258659342,45.3926588251764,90.0269498435344
"205695_at",227.202809641624,203.179281737729,294.363284855157,186.450235942879,297.372307314344,116.696207093819,170.456374966714
"205696_s_at",66.3752684790664,91.0381894021613,116.012428768131,56.9073971182336,48.4164125051926,32.014745044041,69.1296889319315
"205697_at",54.5277398634884,18.5354230754683,177.360844752695,34.3842895494371,68.2024134148382,22.6862349009492,53.9346437503282
"205698_s_at",512.160518711613,468.431205673873,606.085476435832,510.205815457469,513.55262249699,422.412080127143,673.4170731043
"205699_at",93.6515699809829,68.670319292433,168.206443167763,99.0112343675458,143.74218668006,49.9335544746475,122.786671208889
"205700_at",29.6545451678553,19.1102863271366,122.389126376838,27.1971740014586,216.481484289745,35.5268612535388,7.53936503217813
"205701_at",222.312794182165,152.383455762179,260.145925743021,249.372448794905,244.24410611554,148.246873287388,329.675256396498
"205702_at",404.667551864597,193.374308074731,505.508152547523,460.606894063625,977.256009229146,219.50488989899,397.863276685654
"205703_at",26.400724008199,8.37258977693153,37.9025497579097,47.0232897153832,55.0019863964928,29.1895244619183,55.0342792565096
"205704_s_at",358.943628645814,406.755720877026,325.328117822605,1281.95687354152,574.88410970827,431.736650551442,472.460667427092
"205705_at",158.734531942922,62.4845412677277,178.042330414596,240.948534801062,232.630451401019,47.0435504075756,168.183220308852
"205706_s_at",45.8564959755227,16.6463934211811,15.1383103066052,9.01279113490596,30.5665203797469,14.0077927565133,16.9880870293141
"205707_at",153.806715836456,1849.16673063288,1469.69705161823,1385.24513386602,2615.05136655957,2222.66426492584,1872.83583979074
"205708_s_at",326.898592394998,202.244296450779,766.675697866331,248.62880757278,584.475875456274,400.502064830241,387.648698022957
"205709_s_at",4.77523910502775,8.55140263777091,4.97489542707811,6.04067212016654,9.0261696539146,4.57759753496121,6.58822835511609
"205710_at",95.1009112297702,55.0869391364227,144.685447732,99.9472860286237,186.840596407303,44.8348913777322,45.6439444794709
"205711_x_at",6555.56444880662,7104.56063769687,3107.24322801613,4532.10744613707,4002.73705121135,4601.45564122654,6202.22397477109
"205712_at",26.5171006455986,89.378671578794,99.3286117870774,194.567532856477,171.976174108073,66.8362577289926,290.453891455458
"205713_s_at",4.8585594170526,33.4892382602866,34.3470646828502,45.3764630336473,64.4852991890426,19.920666330532,30.0209615629041
"205714_s_at",11.5068763204497,21.9509621968979,20.8554674738073,28.2422542404911,25.384337973209,47.0043584125109,15.6861609557518
"205715_at",313.999933756905,562.209809194833,525.976082371547,317.182636244801,947.89304834552,1555.25265991446,516.82383147858
"205716_at",134.979010314418,196.764089850995,281.462402451821,188.103939058791,359.022174140809,625.553039540661,400.770278317956
"205717_x_at",478.728836483381,234.147632582729,829.205153395577,615.455234645144,446.474835628071,462.685081179209,553.592350710413
"205718_at",216.160664737108,444.019603586974,1454.92551562602,24.2649778569224,289.044531703002,1473.12458061125,266.793901351044
"205719_s_at",118.128358114164,37.8247651767637,34.9997471690379,49.0574478386688,116.653421024448,24.8142650268588,37.1597758700911
"205720_at",25.1733097803326,9.80922253207287,22.8639441862699,16.7420503980293,26.3680273752208,18.0705938297581,23.1414110587493
"205721_at",23.167664631649,21.8213847680729,33.0570344782614,43.2091149697584,70.3322271594592,20.821729362132,57.3381062126828
"205722_s_at",12.8711037528895,26.4650196905513,26.5243072686789,10.674666709058,29.8454140028906,23.2215846036017,21.4938306173676
"205723_at",323.255926310819,139.795371377247,416.33211422461,189.691381420679,285.656086373474,136.272606044972,111.443052661064
"205724_at",225.922283650874,129.985678817146,337.918010668682,136.240308921901,227.30641250414,121.717194076942,198.041726936006
"205725_at",89.8368358812624,79.396752068628,72.4987638296581,72.8892161229585,175.092796042652,91.1928208513155,70.9434202474705
"205726_at",582.738763851929,630.937687894262,604.300382282128,817.803936223776,811.257542740646,575.696705923097,887.930527343054
"205727_at",27.6650154863511,11.7683912391726,17.3827231910272,14.5930459491375,27.1511851113317,10.2658837304034,41.5323326430026
"205728_at",49.4794912366033,7.18955885119093,18.0611160572504,9.19882959992557,11.7393632017555,1.99381282492528,8.71806681639039
"205729_at",73.126559052788,50.5819691520498,170.712127824765,84.1912204731647,128.045427573182,61.1742010421274,134.141519215649
"205730_s_at",13.4541912612691,21.3596861359951,16.1784950749631,7.86608555283277,19.8150769032159,8.42842775152883,25.0929285376556
"205731_s_at",102.34369813735,45.4368886550638,85.1960580469078,52.9344255926307,117.007271960645,98.9917235222862,196.391227327645
"205732_s_at",43.5169689619349,110.725889934513,68.238234618241,100.468110027328,128.707411748308,372.907733750377,122.683448278161
"205733_at",537.484580659368,720.309898757851,754.497492528599,1219.38866011637,1011.8996692676,570.120377657192,1085.93402090244
"205734_s_at",6.50108062301202,3.84772061979582,9.34466742639864,4.50520608332764,6.46939825885202,5.08564668408163,6.41277228445951
"205735_s_at",11.3170765147182,21.1349753535109,26.30594910791,16.6592961018336,14.0092742177417,43.7992966086324,18.697556326904
"205736_at",6.86734304923158,10.6736202443039,13.2746404777686,6.37376968121597,22.1399013541731,7.68352126176916,15.8593835032608
"205737_at",137.598945000288,59.9268788434211,227.344767622354,112.896527091233,199.826270884829,78.3314366568474,100.747490951923
"205738_s_at",53.5125585944207,67.8391656882084,178.930030960899,81.6286247075829,150.127746608804,11.7683342892453,153.586525037343
"205739_x_at",163.737298997275,36.9177591355221,93.0932112955778,520.577865610828,199.93737880869,94.4455883340332,81.0608272932539
"205740_s_at",706.467310738285,707.894421343574,623.430411279134,550.067312978375,559.846218397024,993.047594807586,1170.63291105627
"205741_s_at",124.143210581781,283.360266403267,294.353976201851,170.537983040045,261.764187843135,140.14389701358,182.192059936177
"205742_at",118.380767065526,26.042882660889,368.817292971609,156.953081006982,139.636811179429,34.371895737656,130.140535327329
"205743_at",429.138568090257,258.324403049704,779.358282395806,364.914515766415,746.679432381361,185.783976470525,611.616687064652
"205744_at",121.521760151138,80.4949624608331,267.443506698642,164.13158513335,181.852695734927,86.0724846388192,189.149051795981
"205745_x_at",876.951344800057,853.272709270674,799.657730179312,577.626215362989,715.36388586823,824.858037585868,708.638588157618
"205746_s_at",371.312652027552,363.969850252129,214.440435268042,168.722657345514,323.682795361026,160.766326539187,311.766464356303
"205747_at",38.1834772976477,78.608297212808,262.545510387427,34.2926611425806,88.4587599987926,9.99853592895621,38.3742855624205
"205748_s_at",344.042091141655,465.7761376817,374.062533342503,442.197321707659,605.96836712367,607.195595653699,536.050348462179
"205749_at",80.2609234053898,85.8858190637859,41.8179926939786,112.903543622278,79.1646250352672,66.8751504322762,129.00726677729
"205750_at",236.100202996025,135.186261824856,196.055035713628,239.604165950084,97.640254925157,116.732203312998,243.311992468418
"205751_at",29.1382042441885,21.4933101750277,166.776889024844,94.1209867185797,121.330497395527,43.2959517749708,110.782163215843
"205752_s_at",363.623469071146,258.980267153518,557.178956919882,275.940232333327,475.32975604537,203.163755748444,690.244530428268
"205753_at",44.7393119361356,13.7173198987651,251.288506320062,86.0073770940017,46.2162832148238,45.4973510682254,207.77170885515
"205754_at",154.074277099316,21.4231592417181,57.9717973316764,29.8844311528934,56.2580965232866,10.9880839794153,42.0317476474095
"205755_at",134.275100846284,70.6958357909978,252.00620603636,138.034135369706,35.0214839936105,106.483848764799,97.8430490344474
"205756_s_at",447.717195706285,594.120788592021,535.468668504702,325.595815792818,602.706384364554,531.28813908684,499.711893611311
"205757_at",296.813871563999,157.394425469115,285.238220209297,324.427353793834,211.687790516321,143.369772250582,178.316841676068
"205758_at",294.273642590737,39.1058002926023,77.1674999531319,374.274473873729,376.350069272484,288.749003598644,567.356494067941
"205759_s_at",164.277666990873,116.069273474027,154.023586970253,167.933164679655,235.565841722157,129.596579806816,274.830889818702
"205760_s_at",146.240231757727,228.048042655732,270.347843727268,144.292920651024,367.215631656907,249.749660833922,152.676291494319
"205761_s_at",131.875340211118,150.964154139512,115.587001025443,240.711010205662,244.681459243302,198.44045212552,200.922252499398
"205762_s_at",100.851356417586,78.5196637787301,76.6108316527041,12.5248795276269,16.9548098279701,48.4018418948322,97.6493520914525
"205763_s_at",411.051047600118,602.695969932025,536.701625234937,767.784769691292,603.559406529754,554.533739081069,866.697199880126
"205764_at",38.2604082009756,30.3125233009259,16.1556586675945,12.3957913306879,34.3301574231162,21.2535062144878,46.2040853435024
"205765_at",31.3330964580216,6.74415583142405,13.4780805820456,24.2399713552159,7.09135171183281,4.55622896618574,42.3251020510611
"205766_at",18.4925815098143,22.2623469468121,38.8005463083574,35.0168444114632,25.3804054485279,41.6312290229341,47.6192271547865
"205767_at",314.056826473511,455.307662724392,71.7149270261774,5141.54270196728,47.616539321965,1980.77661437757,211.609578919044
"205768_s_at",240.57147978109,96.2556430178207,118.390359855479,184.313656364739,199.903784979418,207.45362162742,217.284442474476
"205769_at",263.908859793499,188.265890220367,189.20617560856,247.444488631942,339.823994757154,284.956298338774,177.566099542244
"205770_at",197.634792687752,995.099001268568,15.9354846997423,268.793186517189,102.425763965907,1676.2139028886,361.94261812599
"205771_s_at",399.774328487635,598.971963054443,734.619731252048,59.557239008399,751.136244677517,346.193832983,247.446684280862
"205772_s_at",76.6631174092005,39.7955776696151,128.89672352253,75.3788328572053,117.781711256743,71.039793662665,133.69689894535
"205773_at",13.0908467536128,59.8271359597369,63.6452011661576,40.4824973754403,130.315976379632,66.0439019142184,28.1726939620793
"205774_at",457.35596286089,46.6992394501363,90.6819541879405,216.604773428734,220.136785827191,251.940282198418,216.755050377269
"205775_at",288.006462662555,208.442802749331,450.343642512572,289.201750058957,387.536390547044,170.470232570902,191.771018208912
"205776_at",198.482143813016,153.750539170797,208.619656052053,291.40941379242,218.712263757841,174.859785946058,157.801387070853
"205777_at",89.1338530791653,94.9715310411384,236.667218108664,176.458784799807,299.944392958992,22.8105716239178,139.94341878592
"205778_at",23.0550802541495,21.5417909868536,33.5574268192627,139.635710222563,22.2740236140952,76.3634949104017,149.942900159536
"205779_at",12.9399955090607,16.2775506446293,22.847749578048,22.0462946641878,17.6667508034604,17.3069499920586,31.9302991147924
"205780_at",568.415582650641,243.417951647757,12.7585935023435,611.269915390893,54.2796617880847,601.307266484647,1128.17700729397
"205781_at",209.757903604022,142.293074156963,385.554599167022,285.294944425675,224.14159297786,194.038338010814,270.116974502024
"205782_at",108.070490777054,40.5985549469198,351.066172768909,164.412922009574,214.386836453133,49.500738373963,44.9253179562288
"205783_at",295.690161851568,223.621710495861,419.282426438301,168.184838934162,297.616579325172,185.448602468554,350.690612492411
"205784_x_at",250.601006575154,53.3168601230819,122.426359270345,192.275290979101,39.4655742931088,51.1249350811268,70.4703090240973
"205785_at",189.064111719518,124.988837838179,447.967055388335,310.232576808883,206.458246116555,138.254853676161,229.765507633045
"205786_s_at",1111.96222145051,1367.48599463039,1569.35832277292,644.885874955419,1187.15007634823,5304.15748752442,1228.90950009146
"205787_x_at",589.802060358838,449.893802067545,719.317817820525,514.092344514877,487.16807638338,340.866296738598,882.088868383513
"205788_s_at",3991.075099676,2077.97203390715,2328.37421599905,2868.90571854835,1951.82981384223,1905.29658290142,2752.16146870544
"205789_at",55.9442039218787,2243.03458759192,191.331010664134,103.025523828391,459.294120835302,1952.62222203674,294.527223184586
"205790_at",332.782541123166,210.186765101003,440.086181717933,333.849525524778,363.962920135982,196.141742126024,522.757083907476
"205791_x_at",76.2541997509818,15.5848443625721,23.7899101508537,241.438246946792,134.420916603964,78.2464464144632,45.1552992086812
"205792_at",33.8931169040346,34.4796289747775,53.1134758186415,28.0893900659462,36.6027350841391,15.298435812586,46.6509049368042
"205793_x_at",118.059240613494,24.8219492279391,80.9860796447814,55.6038314201223,365.287550814237,27.6525570623086,277.073612313409
"205794_s_at",134.296800513664,74.4549477892029,308.387724901304,184.097908924907,164.217501268065,21.9167798007528,177.447140431459
"205795_at",6.07402834755802,4.15692979430201,18.8776826618229,14.2037695858461,15.0648611810149,7.05205577244093,20.3776083166099
"205796_at",21.1569065408926,85.4684644873084,90.3011681179024,79.6312859849322,30.2704698359582,44.4695618419565,25.629927927252
"205797_s_at",103.837106133042,49.8228303227104,102.388283078497,58.789137257093,73.3750712834395,184.358298114605,312.138007413403
"205798_at",241.957476703569,61.3291012744701,259.357645509349,369.337300933397,529.25315397078,153.997642574803,269.404955062093
"205799_s_at",62.2852901594079,78.6412958560028,143.509952667744,146.926212906512,216.569351151473,74.5285043279871,148.48144403013
"205800_at",7.03864047542136,5.01737476560725,11.8277774378984,7.9502765866241,9.83829801471757,5.21682890395127,12.4955868944715
"205801_s_at",143.649872520431,81.8722732647461,35.1695969474464,920.604418048037,34.1161341230101,141.106043573255,279.60833611526
"205802_at",91.9402006908203,3.94068146003637,108.554560571468,9.40631462937952,14.9689254112981,7.02748437584431,10.7137809844794
"205803_s_at",61.1477465185475,55.6146073937765,84.1131669195518,91.9942374393135,141.445722437943,71.2113290030059,51.1916036566109
"205804_s_at",438.794086758719,343.336597976338,585.433347222275,381.192732492976,549.092603313742,671.973353362255,435.224763914039
"205805_s_at",28.5751575284314,18.1793764428943,47.897569308377,33.3938532230417,45.7811887124437,16.8034847282447,31.4561934191569
"205806_at",75.667506663709,97.2502160385624,140.214337599076,98.4354600593076,124.116588880648,57.0429173007439,76.3605856877265
"205807_s_at",215.824386793051,208.309662951627,306.884095234326,201.552667874548,353.12339936596,161.232962251583,186.433180062655
"205808_at",14.4783141442133,8.99079045229279,17.5402804254773,10.5288804340199,28.1406818519256,211.668974884206,28.5333991688033
"205809_s_at",49.528433885677,21.8867876063324,14.3194097650387,12.7527024753757,5.42041271661632,44.5024289592749,4.79673962401754
"205810_s_at",13.2063693616725,33.9050153040326,34.923815510866,14.4743709137876,34.1181935082613,24.4410810709609,37.109440044961
"205811_at",419.895224237021,286.282478045106,268.933116808551,358.692778046663,634.666634857401,413.448736465962,486.511080010881
"205812_s_at",5074.47256323214,3909.44923916666,3481.26812812915,3608.33232974304,4147.12945642178,5080.89591180058,1694.72284907695
"205813_s_at",25.6963028591981,12.98300644965,29.4346514238564,30.3404603139318,37.7790523583027,15.7604341625141,63.4355621169273
"205814_at",122.639759952733,10.1335592566455,233.066045692345,71.4545455332399,89.1936098183743,10.2684538714542,149.36987472479
"205815_at",264.967865369478,154.400591592289,259.091192298993,160.213577599393,190.10840789462,77.1102675394888,221.322203602008
"205816_at",89.4429794744622,56.4902076959042,21.7897865403346,116.311433569081,98.7423950423113,19.6294619731272,21.5989114251563
"205817_at",16.6573280259317,5.54747547491472,14.4153009803041,12.0449133122439,188.784061689775,6.70839897044374,20.6642976171995
"205818_at",307.577832496469,112.715500643774,370.821685308208,132.566879062753,319.58634339404,103.504258737074,336.572116050535
"205819_at",14.5047654426956,42.2992347621125,35.2380499383044,20.3098106480695,1003.84261486963,12.8864629767646,25.4256457680542
"205820_s_at",19.8045425106895,44.1163079070019,26.2362507025282,17.237688979817,19.9710280071767,30.9112953300959,16.630327051368
"205821_at",175.747569746155,61.847641959191,573.161570119801,256.985228515469,391.605872007923,213.251331133491,259.771138745943
"205822_s_at",234.273917092297,219.471847646003,178.285394731589,215.512350512469,235.384310227461,130.583628790618,160.640204181764
"205823_at",263.234367292095,169.724251584157,352.021622119396,196.21646329856,217.53150720145,185.021049355289,137.045986636822
"205824_at",13.2899015337474,10.4142803681826,23.0999745986978,20.9847314030532,17.9329075946747,9.08276350442457,22.3301862150826
"205825_at",9.72766348877088,22.5508564997122,18.1566532684917,4.34125188520481,10.0849016692791,5.46906539686496,9.78493719683038
"205826_at",96.1856963230253,49.8926219463973,97.9628935827649,28.6268525141775,26.6405229330446,21.6539355298068,74.486160789851
"205827_at",127.82959400821,40.6582961022116,140.074258506486,110.580363518656,37.8066400989615,79.0075266502323,191.483646294524
"205828_at",124.673677533921,43.2429668152104,264.042094684841,121.950687314893,221.35008362849,42.5295095986418,92.0805763884877
"205829_at",13.8287500436964,16.7840803077483,21.2165921963203,11.7022113645593,11.9430379119288,4.90845047167165,56.6774631647047
"205830_at",99.5889092542512,27.4636947832317,88.2970063421992,175.6229684811,78.0097300956012,22.6102067652572,65.1568465322103
"205831_at",170.790777779146,134.843406155932,320.336041498205,525.709245489722,382.639047682698,138.984638224276,345.759517489683
"205832_at",437.378476568253,301.475589201781,514.277224475161,521.159889780399,541.05562393105,200.700936249134,411.548461747731
"205833_s_at",151.869409117249,7.49698108879186,192.042552960659,61.0104102496913,46.9902049195504,36.6491068505112,84.3919337329906
"205834_s_at",93.7078954128382,101.813271145893,252.183673058768,242.940432706631,203.612899032277,52.1190416786284,73.4640908151974
"205835_s_at",93.8413011201012,70.4784597661054,107.040784182329,87.0875006964321,46.2789118202764,99.5655046993136,114.385894092893
"205836_s_at",118.992618072909,152.839927572252,178.105765483391,128.859251905475,156.413052851601,181.533950495334,193.096511544355
"205837_s_at",1.50295323567726,2.78436149942066,4.32845373350942,1.2557962905859,20.5465415989207,1.01147707282797,8.40969557268565
"205838_at",17.7200333280231,7.54228138970582,15.104832876134,6.10402465940552,20.6192315636105,30.5615135729409,30.435084383902
"205839_s_at",273.148277162899,120.769825731568,313.428359800245,961.888870515207,323.102515474713,237.881683972551,767.443790089578
"205840_x_at",18.6845396833703,27.2519510147003,184.542123369591,38.3215669578809,119.57783190318,19.1235333446281,35.698181245072
"205841_at",4.0559230650903,22.1344091458206,171.965257770107,131.915207047183,34.8491888150916,145.813991572747,47.0727632114149
"205842_s_at",226.221367327555,275.811100351667,571.367857406786,496.572971733583,542.471449493828,547.917589592049,583.35336076053
"205843_x_at",65.242723349511,39.5256094220037,84.5821485616466,53.3075995622733,89.2094512591382,263.2668232199,163.844913370684
"205844_at",498.152885590969,215.906889645954,126.804137830199,59.8391763395279,265.5838713164,112.173981292611,751.013841924373
"205845_at",40.3837804283275,25.0157286433987,51.970793978593,32.9087885889691,48.9985049635641,23.2097102835717,51.7157955803996
"205846_at",16.3064792232461,25.4638354798819,28.6476285607259,17.3035228299025,22.5480383316428,15.0400510391215,21.522986970717
"205847_at",171.150977438667,132.994899697356,345.253372591882,306.159430301351,326.984013723965,105.458550985286,308.011409488594
"205848_at",49.4797606593089,15.152181047294,94.2429895267983,3.36951462946831,11.4492422887178,19.2721295932297,27.8545935211419
"205849_s_at",8651.82445615094,7272.75266848594,5264.09019964193,8489.2071423289,9557.15532221909,12048.9603945272,3700.70426568667
"205850_s_at",59.3636877019312,12.1066586914,111.874102851292,25.4155461456441,137.233540046296,43.2597687070266,43.3445537804873
"205851_at",459.078430350062,483.922273706701,572.608500999041,571.158567187348,675.933524665023,435.960999628717,777.183812201876
"205852_at",54.6014627860635,23.6134452533283,44.2430895836263,90.1009165539238,11.2519258748169,3.18137649254127,17.0328872462525
"205853_at",9.90565517984007,26.2132997721332,18.3331762275418,35.6377472204039,29.2059690944696,87.3001441402603,32.154738472916
"205854_at",189.33405191776,115.930004987761,254.336810682825,293.744542244553,221.497874154425,108.129181104777,175.448675675172
"205855_at",162.646971852741,85.2181333851276,303.231958348755,228.209113438572,269.577273446605,94.3923391596453,150.30301357219
"205856_at",2.57014510935604,22.5981607629467,63.1279040267008,14.2575731306398,7.41259481168697,2.68481364717042,20.0394648176596
"205857_at",32.5495856587726,28.0923861252006,44.2303859522916,20.8365103930385,40.2959692512552,44.8282586287833,7.99234723464607
"205858_at",35.1607880591357,28.7442419052073,27.0143810309331,9.93581909763962,39.7272654444231,10.2891138352946,16.6856386818177
"205859_at",1131.12073536676,8002.92925881851,6960.86934688166,515.65571702026,9114.68144078213,7714.78997387771,4360.59330654869
"205860_x_at",48.6049144471737,7.2668255638038,31.3453704822433,18.3999997628784,181.246894298059,27.9272908650529,12.5101092157106
"205861_at",266.394184462705,135.29652564527,392.459517612757,157.35830829445,286.96433727799,426.851316308427,393.608875527475
"205862_at",4.3228806870911,2.42284805298504,11.1351022528227,6.37089872851602,2.94891082513597,1.31234467666029,4.61297797964581
"205863_at",191.62012099266,1065.00929907615,726.043582559896,417.128949498281,615.798196753483,6315.8147315853,524.511711404889
"205864_at",405.132750985074,236.583634041981,439.743838680778,308.629194369898,662.009930807242,269.864720049699,459.904530585772
"205865_at",281.941141128848,202.055510634205,173.208040048957,277.153616385036,315.338856113416,388.151126959351,429.61143595384
"205866_at",129.527920326889,79.9466477243229,291.762878450967,52.4189610127631,45.8779143182072,103.255189434817,73.9899151848307
"205867_at",39.2622406273143,60.5889409347337,16.0828462430409,76.3658893192844,47.6232810194653,36.2892479358005,43.2580010208355
"205868_s_at",24.0238602934123,77.6121718013628,21.1168820823151,52.5705052316812,55.0823410315875,95.2491821484981,158.73163293906
"205869_at",12.9179274566522,5.21103451953839,13.9202595563894,11.9149981040461,18.4546882607189,3.02883594864611,10.5616110492965
"205870_at",44.1125367881305,30.1126185154046,127.740680500283,11.3645279816844,32.0597958833153,40.0594713293532,75.7558013973579
"205871_at",60.1024394396341,22.1920226619228,251.890237306814,79.9645149650231,129.962672891305,139.675763744264,42.7177388598598
"205872_x_at",16.3929695568396,17.8996434945307,49.6413560964276,34.4879177007568,25.127822643073,23.8355767129153,22.8300352358372
"205873_at",401.619168058343,351.641652933429,600.846084363535,342.267846130059,661.231704439059,199.348905370117,343.513763849788
"205874_at",13.114524245369,16.9792268335037,85.6427751936322,85.4584313715502,44.7388653579766,9.52634824371884,96.3639680676151
"205875_s_at",72.2217229848323,535.685842368647,277.153562073369,273.136274430452,391.757286570807,352.45992074587,570.109180218815
"205876_at",14.3477061690788,10.4541261107555,31.96498704291,42.3259135373747,58.0648908566598,4.14999827230945,2.8806454919104
"205877_s_at",229.817704383655,137.916470504736,262.395191634206,212.210009292598,201.568995094183,189.926356156883,245.921618344065
"205878_at",31.4167851151204,90.5818844898554,182.385713353974,99.1197172100551,34.2270842438613,51.4880343018768,14.8218081306486
"205879_x_at",410.570831963146,883.843428499334,721.152225021041,357.937277308,767.790910569966,986.603302025543,493.306671071335
"205880_at",149.354035700988,44.5768227281163,217.326100149646,97.4469763067948,159.617750352714,45.898770373492,107.857267407977
"205881_at",193.939519862414,106.883884606437,128.391937468186,248.452960034092,157.337295003242,84.1777986365782,244.053910888058
"205882_x_at",866.389190572151,2044.43640313954,1229.0738422951,1348.53048286653,1187.32707527335,1878.6879277674,2463.64128848829
"205883_at",397.816396712223,178.280909698491,349.48415921588,1104.17196040564,311.181491660495,238.265044199804,978.222138030595
"205884_at",266.823009624581,394.601278139357,489.22075697864,764.384498021855,1013.3229082809,646.009647521584,391.471346385791
"205885_s_at",488.757850040568,535.891293233933,534.296838347189,909.074261468081,1402.16508333239,908.367085448269,594.129015134209
"205886_at",155.806359325072,109.86392230955,221.534060332292,213.955848391372,219.452328033451,99.6994505417217,185.625688114395
"205887_x_at",298.274938307196,159.105011962395,270.919756869743,245.903582782808,323.980889967535,121.444831084352,215.690365494688
"205888_s_at",185.981476809646,148.539721660612,377.931101754994,285.689099740612,466.197652109351,158.426341180431,188.630956521092
"205889_s_at",83.2628399077937,25.1249788136611,157.006046345103,136.074966594642,81.5143940143836,66.9572835592354,69.0869553578633
"205890_s_at",14.9077963434072,18.1027989114796,53.9722068638967,24.2072341150106,62.2201968308642,42.7050293705365,28.5103258613578
"205891_at",186.868041193025,307.593107782457,332.236797667103,158.196059600578,479.16844721544,538.82962390136,166.179576281204
"205892_s_at",6.36839034422666,10.7399947210542,19.8465697341482,9.83186883788481,4.23782282972248,4.57411630076996,8.7861505278552
"205893_at",48.0828095111386,5.11745430717932,75.6311462898388,48.0764352533286,26.9798852696948,2.0205944273438,30.7034392176185
"205894_at",224.445781042081,132.104177848085,243.162676752791,250.338596985319,364.365049947286,128.021445027882,267.582859344362
"205895_s_at",847.672790399559,809.623520098455,735.028271652527,575.324044975446,1260.39118662046,727.909043582013,1290.13704058828
"205896_at",178.197985288875,439.64689315906,317.700892109032,277.001969912397,556.210599057616,566.174117681301,365.279774215227
"205897_at",321.237268132504,255.113017883214,78.8044551637357,202.427695472283,524.895131122085,220.125098367551,404.421239497515
"205898_at",76.0231077851391,1808.94592585438,570.374226556926,519.755120590889,5683.92513085494,3263.01873087454,1405.26218156685
"205899_at",334.495050286711,844.789307349092,223.92199932949,837.08686558177,1294.14211185748,670.739637605036,1823.75378884753
"205900_at",106.830843470739,125.789913104205,155.318546626901,171.358162488214,140.806305084441,116.492425920142,252.168859922364
"205901_at",151.515663817078,69.9091193905875,70.4443742884946,224.903494585906,150.318791448917,381.335313902622,125.412657344401
"205902_at",11.1203707285811,6.38503382328233,12.8861043974543,11.9118203310351,17.365688653924,6.1849465515068,14.9606788732603
"205903_s_at",9.88538521627685,13.8429910447739,16.8871861107991,11.6718396595549,12.4297313882498,4.80767095489325,29.1265766327931
"205904_at",104.865033135586,202.603369265595,160.781386279582,289.505683417497,169.665527757064,229.895134582557,251.491061638989
"205905_s_at",236.194686241292,164.108153559152,268.719692946304,371.797005317483,428.695850571784,254.145797422353,291.176672489149
