"","GSM239323.CEL.gz","GSM239324.CEL.gz","GSM239326.CEL.gz","GSM239328.CEL.gz","GSM239329.CEL.gz","GSM239331.CEL.gz","GSM239332.CEL.gz","GSM239333.CEL.gz","GSM239334.CEL.gz","GSM239335.CEL.gz"
"200019_s_at",28495.1400716978,18427.0230872704,24442.7703211759,22468.3960174076,23048.5948054279,20494.2973651819,20086.3774085858,22857.3742938129,22789.5989176012,18684.1580558794
"200020_at",1357.49415880601,1065.96717077458,1416.73355495533,1412.5296717824,1966.62385659894,1428.2482699308,1927.9967615132,1859.46594373799,1438.92609248332,1518.77024191754
"200021_at",31916.2850624809,20281.6322470662,25750.2973498718,21588.9298788811,33715.7599540674,31117.8743759835,14793.2669389359,29797.5689312747,29936.0098833514,22444.9857497646
"200022_at",23355.0358043542,18833.2317281678,27006.1596746678,20789.6364538183,23067.4616159247,22974.3296776472,20541.4141613491,19316.235015843,22399.2995168148,19562.7029715194
"200023_s_at",7196.51442300233,8264.55946276469,8578.85133704146,8320.96426292851,8605.37148301855,7997.18418110531,7729.92620939141,7250.38594988964,7689.62612794462,7560.76704433746
"200024_at",19169.5399279538,12486.163594025,17486.959323683,15222.1393388193,16510.9224674447,17949.0076408751,16643.0521543357,16350.8453486714,17823.3390590388,14264.585324713
"200025_s_at",23522.1189903307,18004.8791060506,22966.4300356321,18517.3367644463,24725.0452177813,23281.620610937,23433.3165684892,21205.2127206126,22234.8942440489,18787.4994862274
"200026_at",28901.8767558537,21469.7924337284,28795.8896382694,24411.8954742377,32865.5710851646,32471.5063030935,30216.2825196167,30907.8541143028,27791.887154963,24151.0556796679
"200027_at",3920.70430168549,2822.27338703255,3478.60925804825,3169.55779285855,3267.82200072055,2776.1264826521,2800.14486882892,2800.56098179653,2664.06302687575,3256.54423714196
"200028_s_at",2438.67652473193,2574.88265932108,2395.47888937973,2593.56838531913,2560.69371448499,2810.41327589497,2547.18470894112,2668.95059719178,2607.25806784645,2684.31549609717
"200029_at",22292.8038876108,18019.1627145096,22809.4670154536,19763.5678649671,20662.94399985,22558.2349785504,20705.9569779059,22735.8806163554,22630.9956001481,19266.6490274021
"200030_s_at",10548.8037284301,7958.65531197462,7283.20838884182,8341.03497142108,10049.7898733988,9948.59938571585,8765.23529076613,8588.93169833077,8519.93721504059,9094.70566073389
"200031_s_at",41644.6551158526,25150.8952057831,31069.9388347518,30243.6559441671,36193.0143649271,35991.6481324486,32789.497272891,33633.9282844067,33527.3331224011,28593.3211168115
"200032_s_at",34237.448861401,20800.103871321,24171.3342973479,21529.2602787712,29162.3878721763,29773.1884783174,28230.4882028725,29547.0882066574,27111.0671485788,21330.2175359993
"200033_at",10357.360857731,8165.39535473263,10911.9803855711,10302.2966363044,11977.4273517681,11775.6069710281,11351.9793937618,10420.185078315,10019.5043860706,8793.67559512747
"200034_s_at",18677.3426836647,12291.061156574,14318.644845841,12308.2178121071,15585.4136882069,15928.6869688772,14717.4890928662,14451.7913051931,15375.231525284,12585.330359179
"200035_at",903.43205185605,809.177137239336,711.246887280669,919.815179302017,1430.51434178454,1195.46487445835,1409.71539698109,1666.52826572427,1127.5728645458,726.553981688127
"200036_s_at",13941.1344369116,11566.8236427924,14296.1069334234,13547.443533323,15632.8051546754,13432.8609727684,12358.4857328741,11604.2227921893,12235.8378185993,11827.9749331175
"200037_s_at",2572.77361862055,2999.05042287778,3137.20313393813,2498.83744461902,3295.98249840715,2723.05080421569,3431.30558337845,2602.94928822547,2566.26097870066,2668.43212604428
"200038_s_at",26370.6456516168,18210.1409528524,23153.0719328234,20775.3677510309,22557.4764290384,21801.8417615304,21773.0980828992,21027.3779011291,21232.4648045803,18721.8209337541
"200039_s_at",2172.15620022219,2059.92837664854,1855.08630502835,2092.64885343209,2237.98935678919,2139.30269946724,1895.06779371898,1864.5800404228,2190.68261830095,2107.93305592764
"200040_at",2584.09500073932,3326.99660292075,3338.12882966875,3306.30376797679,3608.72963499253,2948.45559818222,3028.76391089202,2314.31082227212,3295.69554519388,3397.24151904875
"200041_s_at",2905.23342295901,4349.95303363535,4000.42815851061,4225.73897452647,6899.19146790675,7220.50964182245,6416.76961541489,7853.25123452547,6001.71763928781,4915.53561262943
"200042_at",1415.94748095156,1312.16556927203,1711.95031306106,1462.3467313368,1653.78860818619,1525.01313122594,1457.30863724244,1504.01623819073,1287.38121534758,1473.77669637435
"200043_at",5959.4447544345,4624.87505304539,5533.14079421303,4074.60700338997,4714.30436313979,4083.47313278544,5397.79298454146,2981.91359909346,5515.68743523998,3926.93071914896
"200044_at",2742.10405646908,2177.96828848827,2021.81086243617,2160.46394659224,2393.67466846862,2350.46992952543,2160.67715360009,2149.03035172563,2328.6908696851,2097.26054736697
"200045_at",1318.34170778343,1048.51872929411,1185.30675410808,1242.03006890499,1507.49107207176,1420.95591288306,1455.78009531806,1429.40080433608,1034.87755043801,1342.97116688888
"200046_at",2393.13886129058,2343.08990455889,2447.9226728573,2259.25410875396,2199.82438247965,1958.09801242605,2477.65787901509,1653.99614221052,2310.385186309,1695.5298683947
"200047_s_at",2691.04687548309,3654.29668309387,3279.24795288427,3626.04903755472,2876.80550761162,2258.95001600707,2456.03746226559,2193.74366235569,2077.24225000272,3079.10321192906
"200048_s_at",4315.31192277765,4508.04502005007,4245.67765101836,4941.62628756447,4558.9040717741,4600.33256399137,4103.43653731169,3992.85738990749,4469.57004929061,4523.21653551438
"200049_at",687.304807110702,812.978807452919,686.370585969273,664.841910296792,764.036176471642,693.232272746166,554.913117766091,702.603796324963,608.111771877998,906.996270973279
"200050_at",875.90445863798,867.110631598987,1202.51390992811,1063.2497360443,991.504085131822,831.92443808741,1341.39449315594,970.099711784809,695.592069673602,1052.30305970605
"200051_at",596.766066461781,442.530094753875,449.786497097809,590.741349849708,595.404275497494,604.573897131855,522.142022370796,450.681830994453,471.406781633775,494.548357993157
"200052_s_at",1951.42433775215,2115.79737787454,1686.69324761496,1786.14309843104,2273.08588128952,1678.51869455467,1939.55239415526,1544.10849067678,1836.19013507645,1588.21226325063
"200053_at",1881.53099319929,1178.61302094277,1527.6574103122,1096.60581026931,1559.29706934193,1353.46312563291,1457.40045938672,1674.36468153501,1464.89059013559,1319.59931665148
"200054_at",333.35551838807,464.989849430018,355.561699719018,436.907623319672,420.067965472991,285.41755155932,351.192850506342,268.759719201517,358.176399343179,405.67341348277
"200055_at",3102.23867996512,2840.37117169474,2297.64515363767,2459.25734885915,3820.37215047022,3311.58379353297,3856.97795472125,3138.79411370503,3477.21084709614,3004.46080483586
"200056_s_at",331.757659028771,976.249588787397,903.447231976759,629.585300276656,614.670249415402,690.995003099771,486.853336133829,392.010564589037,509.612746651053,596.69201393244
"200057_s_at",5939.35401953195,5532.90104321571,4793.31053177211,5711.20984433063,6127.94560376643,5552.63062523318,6037.8394845818,5832.77725173269,5863.97860794743,5931.3877589057
"200058_s_at",1990.97559698532,2329.97774482242,2218.59641418749,2454.7988157875,2625.68448136055,2437.58518081736,2991.93001119385,2490.09126149822,2565.43490208356,2965.92272652726
"200059_s_at",10988.3124327014,10738.5239021869,10194.4689625943,11226.745372515,10002.0784769798,9988.36882357419,11275.3878926497,10823.6338547168,11025.3042663201,10091.8202383481
"200060_s_at",2372.50109398462,3263.14504899123,3125.84696781669,3555.89320490318,4313.64542706043,3471.89911964892,2874.20171989641,2588.28933092265,3150.65329444609,3503.36354479449
"200061_s_at",35650.3194627226,20171.2571771414,27426.3334722753,24498.3350325023,28896.4276881394,27881.1111046427,32819.8080538465,28886.7095018713,26977.3013410884,21879.0515168741
"200062_s_at",39152.7705392508,24781.5859790706,30783.4469957761,27685.750529045,31954.3928506348,32472.3856538422,31165.6208422496,31312.4809767927,30969.9336873048,24920.7800992032
"200063_s_at",13993.4820431949,12880.3137953108,14603.4711862485,13844.2932691655,12581.6547163884,13708.1805128878,10802.2247930066,11883.4198407145,12743.7922317854,12165.6284044762
"200064_at",7544.49732901559,6593.98101222337,6555.87229655075,8907.3596316585,9355.5549845053,10200.3525925333,9473.45592279046,8300.88430820267,7577.34864297046,9653.5349428859
"200065_s_at",6545.12608282706,5724.48783834877,4968.94042815101,5332.0840195567,6066.24219652726,5489.76692902322,6510.14319331817,5618.70551186523,5820.62124712404,5807.46813001143
"200066_at",1781.26255298819,1796.05421199542,1681.29528706387,1275.85163335372,1676.31878953235,1469.57043782382,1405.29786320191,1421.90926962025,1538.5236326946,1382.58618127517
"200067_x_at",3844.40867870921,4607.07981609253,3752.16428450764,3143.80732583781,3307.79064338502,2975.35332957507,2667.58765359114,2828.64091282449,3360.99892423828,3669.67149127326
"200068_s_at",7873.55524990281,5316.35297527067,4552.21970605538,5459.64251041165,5633.99522584103,6188.38892172746,5673.71046335148,5080.34502403687,6116.95485382306,6173.13637136881
"200069_at",357.276326617973,502.977274055398,543.118001149123,522.344374504291,477.991918577425,444.982328803006,453.412643757057,624.849940022466,355.437684746465,588.331360353615
